ICD10,ICD10 String,PheCode,Phenotype,Excl. Phecodes,Excl. Phenotypes,sex,pregnancy_related,category,category_string
A41.9,"Sepsis, unspecified",994.2,Sepsis,994-994.99,Sepsis and SIRS,Both,0.0,18.0,injuries & poisonings
A41.9,"Sepsis, unspecified",038,Septicemia,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A42,Actinomycosis,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A42.0,Pulmonary actinomycosis,480.1,Bacterial pneumonia,480-488.99,Pneumonia and influenza,Both,0.0,9.0,respiratory
A42.1,Abdominal actinomycosis,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A42.2,Cervicofacial actinomycosis,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A42.7,Actinomycotic sepsis,038,Septicemia,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A42.7,Actinomycotic sepsis,994.2,Sepsis,994-994.99,Sepsis and SIRS,Both,0.0,18.0,injuries & poisonings
A42.8,Other forms of actinomycosis,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A42.9,"Actinomycosis, unspecified",041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A43,Nocardiosis,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A43.0,Pulmonary nocardiosis,480.1,Bacterial pneumonia,480-488.99,Pneumonia and influenza,Both,0.0,9.0,respiratory
A43.1,Cutaneous nocardiosis,686,Other local infections of skin and subcutaneous tissue,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
A43.8,Other forms of nocardiosis,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A43.9,"Nocardiosis, unspecified",041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A44,Bartonellosis,133,Arthropod-borne diseases,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A44.0,Systemic bartonellosis,133,Arthropod-borne diseases,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A44.1,Cutaneous and mucocutaneous bartonellosis,133,Arthropod-borne diseases,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A44.8,Other forms of bartonellosis,133,Arthropod-borne diseases,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A44.9,"Bartonellosis, unspecified",133,Arthropod-borne diseases,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A46,Erysipelas,686,Other local infections of skin and subcutaneous tissue,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic
A48.0,Gas gangrene,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A48.1,Legionnaires disease,480.1,Bacterial pneumonia,480-488.99,Pneumonia and influenza,Both,0.0,9.0,respiratory
A48.2,Nonpneumonic Legionnaires disease [Pontiac fever],041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A48.3,Toxic shock syndrome,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A48.4,Brazilian purpuric fever,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A48.8,Other specified bacterial diseases,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A49,Bacterial infection of unspecified site,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A49.0,"Staphylococcal infection, unspecified site",041.1,Staphylococcus infections,010-041.99,bacterial infection,Both,0.0,1.0,infectious diseases
A49.1,"Streptococcal and enterococcal infection, unspecified site",041.2,Streptococcus infection,010-041.99,bacterial infection,Both,0.0,1.0,infectious diseases
A49.2,"Haemophilus influenzae infection, unspecified site",041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A49.3,"Mycoplasma infection, unspecified site",041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A49.8,Other bacterial infections of unspecified site,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A49.9,"Bacterial infection, unspecified",041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases
A50,Congenital syphilis,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A50.0,"Early congenital syphilis, symptomatic",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A50.1,"Early congenital syphilis, latent",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A50.2,"Early congenital syphilis, unspecified",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A50.3,Late congenital syphilitic oculopathy,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A50.4,Late congenital neurosyphilis [juvenile neurosyphilis],090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A50.5,"Other late congenital syphilis, symptomatic",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A50.6,"Late congenital syphilis, latent",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A50.7,"Late congenital syphilis, unspecified",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A50.9,"Congenital syphilis, unspecified",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A51,Early syphilis,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A51.0,Primary genital syphilis,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A51.1,Primary anal syphilis,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A51.2,Primary syphilis of other sites,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A51.3,Secondary syphilis of skin and mucous membranes,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A51.4,Other secondary syphilis,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A51.5,"Early syphilis, latent",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A51.9,"Early syphilis, unspecified",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A52,Late syphilis,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A52.0,Cardiovascular syphilis,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A52.1,Symptomatic neurosyphilis,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A52.2,Asymptomatic neurosyphilis,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A52.3,"Neurosyphilis, unspecified",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A52.7,Other symptomatic late syphilis,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A52.8,"Late syphilis, latent",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A52.9,"Late syphilis, unspecified",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A53,Other and unspecified syphilis,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A53.0,"Latent syphilis, unspecified as early or late",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A53.9,"Syphilis, unspecified",090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A54,Gonococcal infection,090.2,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A54.0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,090.2,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A54.1,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,090.2,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A54.2,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,090.2,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A54.3,Gonococcal infection of eye,090.2,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A54.4,Gonococcal infection of musculoskeletal system,090.2,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A54.5,Gonococcal pharyngitis,090.2,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A54.6,Gonococcal infection of anus and rectum,090.2,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A54.8,Other gonococcal infections,090.2,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A54.9,"Gonococcal infection, unspecified",090.2,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A55,Chlamydial lymphogranuloma (venereum),090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A56.0,Chlamydial infection of lower genitourinary tract,090.3,Venereal diseases due to Chlamydia trachomatis,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A56.2,"Chlamydial infection of genitourinary tract, unspecified",090.3,Venereal diseases due to Chlamydia trachomatis,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A56.3,Chlamydial infection of anus and rectum,090.3,Venereal diseases due to Chlamydia trachomatis,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A56.4,Chlamydial infection of pharynx,090.3,Venereal diseases due to Chlamydia trachomatis,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A56.8,Sexually transmitted chlamydial infection of other sites,090.3,Venereal diseases due to Chlamydia trachomatis,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases
A57,Chancroid,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A58,Granuloma inguinale,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A59,Trichomoniasis,131,Protozoan infection,130-136.99,Other infections; including parasitic,Both,0.0,1.0,infectious diseases
A59.0,Urogenital trichomoniasis,131,Protozoan infection,130-136.99,Other infections; including parasitic,Both,0.0,1.0,infectious diseases
A59.8,Trichomoniasis of other sites,131,Protozoan infection,130-136.99,Other infections; including parasitic,Both,0.0,1.0,infectious diseases
A59.9,"Trichomoniasis, unspecified",131,Protozoan infection,130-136.99,Other infections; including parasitic,Both,0.0,1.0,infectious diseases
A60,Anogenital herpesviral [herpes simplex] infection,054,Herpes simplex,050-079.99,Viral infection,,0.0,1.0,infectious diseases
A60.0,Herpesviral infection of genitalia and urogenital tract,054,Herpes simplex,050-079.99,Viral infection,,0.0,1.0,infectious diseases
A60.1,Herpesviral infection of perianal skin and rectum,054,Herpes simplex,050-079.99,Viral infection,,0.0,1.0,infectious diseases
A60.9,"Anogenital herpesviral infection, unspecified",054,Herpes simplex,050-079.99,Viral infection,,0.0,1.0,infectious diseases
A63.0,Anogenital (venereal) warts,078,Viral warts & HPV,050-079.99,Viral infection,,0.0,1.0,infectious diseases
A63.8,Other specified predominantly sexually transmitted diseases,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A64,Unspecified sexually transmitted disease,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases
A65,Nonvenereal syphilis,130,Spirochetal infection,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A66,Yaws,130,Spirochetal infection,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A66.0,Initial lesions of yaws,130,Spirochetal infection,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A66.1,Multiple papillomata and wet crab yaws,130,Spirochetal infection,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A66.2,Other early skin lesions of yaws,130,Spirochetal infection,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A66.3,Hyperkeratosis of yaws,130,Spirochetal infection,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A66.4,Gummata and ulcers of yaws,130,Spirochetal infection,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A66.5,Gangosa,130,Spirochetal infection,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A66.6,Bone and joint lesions of yaws,130,Spirochetal infection,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A66.7,Other manifestations of yaws,130,Spirochetal infection,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A66.8,Latent yaws,130,Spirochetal infection,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
A66.9,"Yaws, unspecified",130,Spirochetal infection,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases
