prowas_code,prowas_desc,cpt,cpt text,ccs,CCS Label
3.13,rhizotomy,63185,Laminectomy with rhizotomy; 1 or 2 segments,3,"Laminectomy, excision intervertebral disc"
3.13,rhizotomy,63190,Laminectomy with rhizotomy; more than 2 segments,3,"Laminectomy, excision intervertebral disc"
3.14,laminectomy spinal accessory nerve,63191,Laminectomy with section of spinal accessory nerve,3,"Laminectomy, excision intervertebral disc"
3.15,cordotomy,63194,Laminectomy with cordotomy; with section of 1 spinothalamic tract; 1 stage; cervical,3,"Laminectomy, excision intervertebral disc"
3.15,cordotomy,63195,Laminectomy with cordotomy; with section of 1 spinothalamic tract; 1 stage; thoracic,3,"Laminectomy, excision intervertebral disc"
3.15,cordotomy,63196,Laminectomy with cordotomy; with section of both spinothalamic tracts; 1 stage; cervical,3,"Laminectomy, excision intervertebral disc"
3.15,cordotomy,63197,Laminectomy with cordotomy; with section of both spinothalamic tracts; 1 stage; thoracic,3,"Laminectomy, excision intervertebral disc"
3.15,cordotomy,63198,Laminectomy with cordotomy with section of both spinothalamic tracts; 2 stages within 14 days; cervical,3,"Laminectomy, excision intervertebral disc"
3.15,cordotomy,63199,Laminectomy with cordotomy with section of both spinothalamic tracts; 2 stages within 14 days; thoracic,3,"Laminectomy, excision intervertebral disc"
3.16,laminectomy tethered spinal cord,63200,Laminectomy; with release of tethered spinal cord; lumbar,3,"Laminectomy, excision intervertebral disc"
3.17,excision or occlusion of arteriovenous malformation of spinal cord,63250,Laminectomy for excision or occlusion of arteriovenous malformation of spinal cord; cervical,3,"Laminectomy, excision intervertebral disc"
3.17,excision or occlusion of arteriovenous malformation of spinal cord,63251,Laminectomy for excision or occlusion of arteriovenous malformation of spinal cord; thoracic,3,"Laminectomy, excision intervertebral disc"
3.17,excision or occlusion of arteriovenous malformation of spinal cord,63252,Laminectomy for excision or occlusion of arteriovenous malformation of spinal cord; thoracolumbar,3,"Laminectomy, excision intervertebral disc"
3.17,excision or occlusion of arteriovenous malformation of spinal cord,63655,Laminectomy for implantation of neurostimulator electrodes; plate/paddle; epidural,3,"Laminectomy, excision intervertebral disc"
3.18,Other laminectomy,63709,Repair of dural/cerebrospinal fluid leak or pseudomeningocele; with laminectomy,3,"Laminectomy, excision intervertebral disc"
3.18,Other laminectomy,63740,Creation of shunt; lumbar; subarachnoid-peritoneal; -pleural; or other; including laminectomy,3,"Laminectomy, excision intervertebral disc"
3.18,Other laminectomy,0202T,Posterior vertebral joint(s) arthroplasty (eg; facet joint[s] replacement); including facetectomy; laminectomy; foraminotomy; and vertebral column fixation; injection of bone cement; when performed; including fluoroscopy; single level; lumbar spine,3,"Laminectomy, excision intervertebral disc"
3.19,Percutaneous laminotomy,0274T,Percutaneous laminotomy/laminectomy (interlaminar approach) for decompression of neural elements; (with or without ligamentous resection; discectomy; facetectomy and/or foraminotomy); any method; under indirect image guidance (eg; fluoroscopic; CT); with or without the use of an endoscope; single or multiple levels; unilateral or bilateral; cervical or thoracic,3,"Laminectomy, excision intervertebral disc"
3.19,Percutaneous laminotomy,0275T,Percutaneous laminotomy/laminectomy (interlaminar approach) for decompression of neural elements; (with or without ligamentous resection; discectomy; facetectomy and/or foraminotomy); any method; under indirect image guidance (eg; fluoroscopic; CT); with or without the use of an endoscope; single or multiple levels; unilateral or bilateral; lumbar,3,"Laminectomy, excision intervertebral disc"
4.1,Diagnostic spinal puncture,62270,Spinal puncture; lumbar; diagnostic,4,Diagnostic spinal tap
4.1,Diagnostic spinal puncture,62272,Spinal puncture; therapeutic; for drainage of cerebrospinal fluid (by needle or catheter),4,Diagnostic spinal tap
5.1,Percutaneous lysis of epidural adhesions,62263,Percutaneous lysis of epidural adhesions using solution injection (eg; hypertonic saline; enzyme) or mechanical means (eg; catheter) including radiologic localization (includes contrast when administered); multiple adhesiolysis sessions; 2 or more days,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.1,Percutaneous lysis of epidural adhesions,62264,Percutaneous lysis of epidural adhesions using solution injection (eg; hypertonic saline; enzyme) or mechanical means (eg; catheter) including radiologic localization (includes contrast when administered); multiple adhesiolysis sessions; 1 day,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.2,Spinal anesthetic injection,62274,[EXPIRED]-Inject spinal anesthetic,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.2,Spinal anesthetic injection,62275,[EXPIRED]-Inject spinal anesthetic,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.2,Spinal anesthetic injection,62276,[EXPIRED]-Inject spinal anesthetic,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.2,Spinal anesthetic injection,62277,[EXPIRED]-Inject spinal anesthetic,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.2,Spinal anesthetic injection,62278,[EXPIRED]-Inject spinal anesthetic,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.2,Spinal anesthetic injection,62279,[EXPIRED]-Inject spinal anesthetic,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.3,"Spinal injection, neurolytic",62280,Injection/infusion of neurolytic substance (eg; alcohol; phenol; iced saline solutions); with or without other therapeutic substance; subarachnoid,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.3,"Spinal injection, neurolytic",62281,Injection/infusion of neurolytic substance (eg; alcohol; phenol; iced saline solutions); with or without other therapeutic substance; epidural; cervical or thoracic,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.3,"Spinal injection, neurolytic",62282,Injection/infusion of neurolytic substance (eg; alcohol; phenol; iced saline solutions); with or without other therapeutic substance; epidural; lumbar; sacral (caudal),5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.7,"Spinal injection, other",62288,[EXPIRED]-Injection into spinal canal,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.7,"Spinal injection, other",62289,[EXPIRED]-Injection into spinal canal,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.7,"Spinal injection, other",62298,[EXPIRED]-Injection into spinal canal,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.4,Spinal injection diagnostic or therapeutic,62310,Injection(s); of diagnostic or therapeutic substance(s) (including anesthetic; antispasmodic; opioid; steroid; other solution); not including neurolytic substances; including needle or catheter placement; includes contrast for localization when performed; epidural or subarachnoid; cervical or thoracic,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.4,Spinal injection diagnostic or therapeutic,62311,Injection(s); of diagnostic or therapeutic substance(s) (including anesthetic; antispasmodic; opioid; steroid; other solution); not including neurolytic substances; including needle or catheter placement; includes contrast for localization when performed; epidural or subarachnoid; lumbar or sacral (caudal),5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.4,Spinal injection diagnostic or therapeutic,62318,Injection(s); including indwelling catheter placement; continuous infusion or intermittent bolus; of diagnostic or therapeutic substance(s) (including anesthetic; antispasmodic; opioid; steroid; other solution); not including neurolytic substances; includes contrast for localization when performed; epidural or subarachnoid; cervical or thoracic,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.4,Spinal injection diagnostic or therapeutic,62319,Injection(s); including indwelling catheter placement; continuous infusion or intermittent bolus; of diagnostic or therapeutic substance(s) (including anesthetic; antispasmodic; opioid; steroid; other solution); not including neurolytic substances; includes contrast for localization when performed; epidural or subarachnoid; lumbar or sacral (caudal),5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.5,Implantation revision or removal,62350,Implantation; revision or repositioning of tunneled intrathecal or epidural catheter; for long-term medication administration via an external pump or implantable reservoir/infusion pump; without laminectomy,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.5,Implantation revision or removal,62355,Removal of previously implanted intrathecal or epidural catheter,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.6,Stereotactic methods,63600,Creation of lesion of spinal cord by stereotactic method; percutaneous; any modality (including stimulation and/or recording),5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.6,Stereotactic methods,63610,Stereotactic stimulation of spinal cord; percutaneous; separate procedure not followed by other surgery,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.6,Stereotactic methods,63650,Percutaneous implantation of neurostimulator electrode array; epidural,5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.5,Implantation revision or removal,63660,[EXPIRED]-Revision or removal of spinal neurostimulator electrode percutaneous array(s) or plate/paddle(s),5,Insertion of catheter or spinal stimulator and injection into spinal canal
5.5,Implantation revision or removal,63661,Removal of spinal neurostimulator electrode percutaneous array(s); including fluoroscopy; when performed,5,Insertion of catheter or spinal stimulator and injection into spinal canal
